Unique Product Identifier (UPC or SKU),Manufacturer,Brand Name,Product Name,Category,Flavor,Date Added to Directory
810029040099,Wages & White Lion Investments LLC dba Triton Distribution,Vapetasia,Vapetasia Rainbow Road 60ml 3mg,E-liquid,Fruit Mix,05/29/2025
810029040105,Wages & White Lion Investments LLC dba Triton Distribution,Vapetasia,Vapetasia Rainbow Road 60ml 6mg,E-liquid,Fruit Mix,05/29/2025
810029040365,Wages & White Lion Investments LLC dba Triton Distribution,Vapetasia,Vapetasia Rainbow Road Salt 30ml 24mg,E-liquid,Fruit Mix,05/29/2025
810029040372,Wages & White Lion Investments LLC dba Triton Distribution,Vapetasia,Vapetasia Rainbow Road Salt 30ml 48mg,E-liquid,Fruit Mix,05/29/2025
810029043809,Wages & White Lion Investments LLC dba Triton Distribution,Vapetasia,Vapetasia Strawberry Parfait 100ml 0mg,E-liquid,Strawberry & Yogurt,05/29/2025
810029043816,Wages & White Lion Investments LLC dba Triton Distribution,Vapetasia,Vapetasia Strawberry Parfait 100ml 3mg,E-liquid,Strawberry & Yogurt,05/29/2025
810029043823,Wages & White Lion Investments LLC dba Triton Distribution,Vapetasia,Vapetasia Strawberry Parfait 100ml 6mg,E-liquid,Strawberry & Yogurt,05/29/2025
810029041423,Wages & White Lion Investments LLC dba Triton Distribution,Vapetasia,Vapetasia Strawberry Parfait 60ml 0mg,E-liquid,Strawberry & Yogurt,05/29/2025
810029041430,Wages & White Lion Investments LLC dba Triton Distribution,Vapetasia,Vapetasia Strawberry Parfait 60ml 3mg,E-liquid,Strawberry & Yogurt,05/29/2025
900218060,Wages & White Lion Investments LLC dba Triton Distribution,Cold Fusion,Cold Fusion Hiss Tank 60ml 18mg,E-liquid,Raspberry & Dragon Fruit,05/29/2025
850011519288,Wages & White Lion Investments LLC dba Triton Distribution,Jimmy The Juiceman,Jimmy The Juiceman Creme Brulee 120ml 3mg,E-liquid,Sweet Cream & Sugar,05/29/2025
850011519295,Wages & White Lion Investments LLC dba Triton Distribution,Jimmy The Juiceman,Jimmy The Juiceman Creme Brulee 120ml 6mg,E-liquid,Sweet Cream & Sugar,05/29/2025
