Legal Name,DBA,Product Name,SKU,Package UPC,Units per Package,mL per Unit,Product Category,Characterizing Flavor,Date Added to Directory
Fumizer LLC,Fumizer LLC,Twist E-liquid - Tobacco Silver No. 1 - 18 mg/mL,TWTS-18-060,0013415358192,2,60,E-liquid,Tobacco,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Green No. 1 - 35 mg/mL,TWG1-35-030,0019213583637,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Green No. 1 - 50 mg/mL,TWG1-50-030,0019213583644,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Pink No. 1 - 35 mg/mL,TWP1-35-030,0019213583675,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Pink No. 1 - 50 mg/mL,TWP1-50-030,0019213583682,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Blend No. 1 - 35 mg/mL,TWB1-35-030,0012436990671,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Blend No. 1 - 50 mg/mL,TWB1-50-030,0012436990688,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Red No. 1 - 35 mg/mL,TWR1-35-030,0019213583699,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Red No. 1 - 50 mg/mL,TWR1-50-030,0019213583705,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Pink 0° - 35 mg/mL,TWP0-35-030,0019213583736,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Pink 0° - 50 mg/mL,TWP0-50-030,0019213583743,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Purple No. 1 - 35 mg/mL,TWPR-35-030,0013415353555,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Purple No. 1 - 50 mg/mL,TWPR-50-030,0013415353562,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Crimson No. 1 - 35 mg/mL,TWC1-35-030,0012436990695,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Crimson No. 1 - 50 mg/mL,TWC1-50-030,0012436990701,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Menthol No. 1 - 35 mg/mL,TWME-35-030,0012436990718,2,30,E-liquid,Menthol,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Menthol No. 1 - 50 mg/mL,TWME-50-030,0012436990725,2,30,E-liquid,Menthol,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Tobacco Gold No. 1 - 35 mg/mL,TWTG-35-030,0012436990381,2,30,E-liquid,Tobacco,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Tobacco Gold No. 1 - 50 mg/mL,TWTG-50-030,0012436990398,2,30,E-liquid,Tobacco,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Mint No. 1 - 35 mg/mL,TWM1-35-030,0012436993313,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Twist E-liquid - Mint No. 1 - 50 mg/mL,TWM1-50-030,0012436993306,2,30,E-liquid,,2025-10-01
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Cherry Apple - 3 mg/mL - 100mL,SYN-CN-CA-100-3,679523964092,1,100,E-liquid,Cherry Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Cherry Apple - 6 mg/mL - 100mL,SYN-CN-CA-100-6,679523964108,1,100,E-liquid,Cherry Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Cherry Apple - 25 mg/mL - 30mL,SYN-CN-CA-SLT-30-25,679523964139,1,30,E-liquid,Cherry Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Cherry Apple - 50 mg/mL - 30mL,SYN-CN-CA-SLT-30-50,679523964146,1,30,E-liquid,Cherry Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Watermelon Apple - 3 mg/mL - 100mL,SYN-CNWA-03-100,765066671662,1,100,E-liquid,Watermelon Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Watermelon Apple - 6 mg/mL - 100mL,SYN-CNWA-06-100,765066671679,1,100,E-liquid,Watermelon Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Watermelon Apple - 25 mg/mL - 30mL,SYN-SAL-CNWA-25-30,765066188658,1,30,E-liquid,Watermelon Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Watermelon Apple - 50 mg/mL - 30mL,SYN-SAL-CNWA-50-30,765066188665,1,30,E-liquid,Watermelon Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Watermelon Apple - 3 mg/mL - 100mL,SYN-CNWA-ICE-03-100,765066671457,1,100,E-liquid,Watermelon Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Watermelon Apple - 6 mg/mL - 100mL,SYN-CNWA-ICE-06-100,765066671464,1,100,E-liquid,Watermelon Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Watermelon Apple - 25 mg/mL - 30mL,SYN-SAL-CNWA-ICE-25-30,0012436996963,1,30,E-liquid,Watermelon Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Watermelon Apple - 50 mg/mL - 30mL,SYN-SAL-CNWA-ICE-50-30,0012436996918,1,30,E-liquid,Watermelon Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Blue Raspberry Peach - 3 mg/mL - 100mL,SYN-CNBP-03-100,756066671549,1,100,E-liquid,Blue Raspberry Peach,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Blue Raspberry Peach - 6 mg/mL - 100mL,SYN-CNBP-06-100,765066671556,1,100,E-liquid,Blue Raspberry Peach,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Blue Raspberry Peach - 25 mg/mL - 30mL,SYN-SAL-CNBP-25-30,765066188597,1,30,E-liquid,Blue Raspberry Peach,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Blue Raspberry Peach - 50 mg/mL - 30mL,SYN-SAL-CNBP-50-30,765066188603,1,30,E-liquid,Blue Raspberry Peach,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Blue Raspberry Peach - 3 mg/mL - 100mL,SYN-CNBP-ICE-03-100,765066671396,1,100,E-liquid,Blue Raspberry Peach,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Blue Raspberry Peach - 6 mg/mL - 100mL,SYN-CNBP-ICE-06-100,765066671402,1,100,E-liquid,Blue Raspberry Peach,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Blue Raspberry Peach - 25 mg/mL - 30mL,SYN-SAL-CNBP-ICE-25-30,0012436996864,1,30,E-liquid,Blue Raspberry Peach,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Blue Raspberry Peach - 50 mg/mL - 30mL,SYN-SAL-CNBP-ICE-50-30,0012436996871,1,30,E-liquid,Blue Raspberry Peach,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Watermelon Berry - 3 mg/mL - 100mL,SYN-CNWB-03-100,0012436996499,1,100,E-liquid,Watermelon Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Watermelon Berry - 6 mg/mL - 100mL,SYN-CNWB-06-100,0012436996505,1,100,E-liquid,Watermelon Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Watermelon Berry - 25 mg/mL - 30mL,SYN-SAL-CNWB-25-30,0012436996543,1,30,E-liquid,Watermelon Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Watermelon Berry - 50 mg/mL - 30mL,SYN-SAL-CNWB-50-30,0012436996550,1,30,E-liquid,Watermelon Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Watermelon Berry - 3 mg/mL - 100mL,SYN-CNWB-ICE-03-100,0012436996529,1,100,E-liquid,Watermelon Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Watermelon Berry - 6 mg/mL - 100mL,SYN-CNWB-ICE-06-100,0012436996536,1,100,E-liquid,Watermelon Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Watermelon Berry - 25 mg/mL - 30mL,SYN-SAL-CNWB-ICE-25-30,0012436996840,1,30,E-liquid,Watermelon Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Watermelon Berry - 50 mg/mL - 30mL,SYN-SAL-CNWB-ICE-50-30,0012436996857,1,30,E-liquid,Watermelon Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Sour Watermelon Strawberry - 3 mg/mL - 100mL,SYN-CNWS-03-100,0012436997656,1,100,E-liquid,Watermelon Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Sour Watermelon Strawberry - 6 mg/mL - 100mL,SYN-CNWS-06-100,0012436997663,1,100,E-liquid,Watermelon Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Sour Watermelon Strawberry - 25 mg/mL - 30mL,SYN-SAL-CNWS-25-30,0012436996642,1,30,E-liquid,Watermelon Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Sour Watermelon Strawberry - 50 mg/mL - 30mL,SYN-SAL-CNWS-50-30,0012436996659,1,30,E-liquid,Watermelon Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Sour Watermelon Strawberry - 3 mg/mL - 100mL,SYN-CNWS-ICE-03-100,0012436997717,1,100,E-liquid,Watermelon Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Sour Watermelon Strawberry - 6 mg/mL - 100mL,SYN-CNWS-ICE-06-100,0012436997724,1,100,E-liquid,Watermelon Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Sour Watermelon Strawberry - 25 mg/mL - 30mL,SYN-SAL-CNWS-ICE-25-30,0012436996826,1,30,E-liquid,Watermelon Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - ICED Sour Watermelon Strawberry - 50 mg/mL - 30mL,SYN-SAL-CNWS-ICE-50-30,0012436996833,1,30,E-liquid,Watermelon Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Blue Raspberry Lemon - 3 mg/mL - 100mL,SYN-CNBL-03-100,765066671723,1,100,E-liquid,Raspberry Lemon,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Blue Raspberry Lemon - 6 mg/mL - 100mL,SYN-CNBL-06-100,765066671730,1,100,E-liquid,Raspberry Lemon,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Blue Raspberry Lemon - 25 mg/mL - 30mL,SYN-SAL-CNBL-25-30,756066188719,1,30,E-liquid,Raspberry Lemon,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Blue Raspberry Lemon - 50 mg/mL - 30mL,SYN-SAL-CNBL-50-30,765066671327,1,30,E-liquid,Raspberry Lemon,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Grape Apple - 3 mg/mL - 100mL,SYN-CNGA-03-100,765066671600,1,100,E-liquid,Grape Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Grape Apple - 6 mg/mL - 100mL,SYN-CNGA-06-100,765066671617,1,100,E-liquid,Grape Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Grape Apple - 25 mg/mL - 30mL,SYN-SAL-CNGA-25-30,765066188610,1,30,E-liquid,Grape Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Grape Apple - 50 mg/mL - 30mL,SYN-SAL-CNGA-50-30,765066188627,1,30,E-liquid,Grape Apple,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Grape Strawberry - 3 mg/mL - 100mL,SYN-CNGS-03-100,765066671631,1,100,E-liquid,Grape Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Grape Strawberry - 6 mg/mL - 100mL,SYN-CNGS-06-100,765066671648,1,100,E-liquid,Grape Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Grape Strawberry - 25 mg/mL - 30mL,SYN-SAL-CNGS-25-30,765066188634,1,30,E-liquid,Grape Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Grape Strawberry - 50 mg/mL - 30mL,SYN-SAL-CNGS-50-30,765066188641,1,30,E-liquid,Grape Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Pomegranate Berry - 3 mg/mL - 100mL,SYN-CNPB-03-100,0704335645034,1,100,E-liquid,Pomegranate Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Pomegranate Berry - 6 mg/mL - 100mL,SYN-CNPB-06-100,0704335645041,1,100,E-liquid,Pomegranate Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Pomegranate Berry - 25 mg/mL - 30mL,SYN-SAL-CNPB-25-30,0704335645058,1,30,E-liquid,Pomegranate Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Cloud Nurdz - Pomegranate Berry - 50 mg/mL - 30mL,SYN-SAL-CNPB-50-30,0704335645065,1,30,E-liquid,Pomegranate Berry,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg - 3 mg/mL - 100mL,HSHS-03-100,053176361079,1,100,E-liquid,Blue Slush,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg - 6 mg/mL - 100mL,HSHS-03-100,053176361086,1,100,E-liquid,Blue Slush,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg - 24 mg/mL - 30mL,HSHS-24-030,053176357584,1,30,E-liquid,Blue Slush,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg - 50 mg/mL - 30mL,HSHS-50-030,053176360331,1,30,E-liquid,Blue Slush,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg Menthol - 3 mg/mL - 100mL,HSHM-03-100,053176361116,1,100,E-liquid,Blue Slush Menthol,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg Menthol - 6 mg/mL - 100mL,HSHM-03-100,053176361123,1,100,E-liquid,Blue Slush Menthol,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg Menthol - 24 mg/mL - 30mL,HSHM-24-030,053176357683,1,30,E-liquid,Blue Slush Menthol,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg Menthol - 50 mg/mL - 30mL,HSHM-50-030,053176360348,1,30,E-liquid,Blue Slush Menthol,2026-02-13
Fumizer LLC,Fumizer LLC,BLGN Waffles Brand - BLGN Waffles - 3 mg/mL - 100mL,BLGN-03-100,053176378480,1,100,E-liquid,Waffles,2026-02-13
Fumizer LLC,Fumizer LLC,BLGN Waffles Brand - BLGN Waffles - 6 mg/mL - 100mL,BLGN-06-100,053176378497,1,100,E-liquid,Waffles,2026-02-13
Fumizer LLC,Fumizer LLC,BLGN Waffles Brand - BLGN Waffles - 24 mg/mL - 30mL,BLGN-24-030,053176358888,1,30,E-liquid,Waffles,2026-02-13
Fumizer LLC,Fumizer LLC,BLGN Waffles Brand - BLGN Waffles - 50 mg/mL - 30mL,BLGN-50-030,053176360379,1,30,E-liquid,Waffles,2026-02-13
Fumizer LLC,Fumizer LLC,TNT Tobacco Brand - TNT Tobacco - 3 mg/mL - 100mL,TNTO-03-100,053176378336,1,100,E-liquid,Tobacco,2026-02-13
Fumizer LLC,Fumizer LLC,TNT Tobacco Brand - TNT Tobacco - 6 mg/mL - 100mL,TNTO-06-100,053176378343,1,100,E-liquid,Tobacco,2026-02-13
Fumizer LLC,Fumizer LLC,TNT Tobacco Brand - TNT Tobacco - 24 mg/mL - 30mL,TNTO-24-030,053176358185,1,30,E-liquid,Tobacco,2026-02-13
Fumizer LLC,Fumizer LLC,TNT Tobacco Brand - TNT Tobacco - 50 mg/mL - 30mL,TNTO-50-030,053176360355,1,30,E-liquid,Tobacco,2026-02-13
Fumizer LLC,Fumizer LLC,Fresh Mint Brand - Fresh Mint - 3 mg/mL - 100mL,FMMI-03-100,053176377735,1,100,E-liquid,Mint,2026-02-13
Fumizer LLC,Fumizer LLC,Fresh Mint Brand - Fresh Mint - 6 mg/mL - 100mL,FMMI-06-100,053176377742,1,100,E-liquid,Mint,2026-02-13
Fumizer LLC,Fumizer LLC,Fresh Mint Brand - Fresh Mint - 24 mg/mL - 30mL,FMMI-24-030,053176377872,1,30,E-liquid,Mint,2026-02-13
Fumizer LLC,Fumizer LLC,Fresh Mint Brand - Fresh Mint - 50 mg/mL - 30mL,FMMI-50-030,053176377896,1,30,E-liquid,Mint,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg Berry Menthol - 3 mg/mL - 100mL,HSBM-03-100,053176378183,1,100,E-liquid,Blue Raspberry Menthol,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg Berry Menthol - 6 mg/mL - 100mL,HSBM-06-100,053176378190,1,100,E-liquid,Blue Raspberry Menthol,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg Berry Menthol - 24 mg/mL - 30mL,HSBM-24-030,053176378206,1,30,E-liquid,Blue Raspberry Menthol,2026-02-13
Fumizer LLC,Fumizer LLC,Heisenberg Brand - Heisenberg Berry Menthol - 50 mg/mL - 30mL,HSBM-50-030,053176378213,1,30,E-liquid,Blue Raspberry Menthol,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Shamrock Cookie - 3 mg/mL - 100mL,TFN-SB100SC.03,0780042892596,1,100,E-liquid,Mint Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Shamrock Cookie - 6 mg/mL - 100mL,TFN-SB100SC.06,0780042892602,1,100,E-liquid,Mint Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Shamrock Cookie - 28 mg/mL - 30mL,SBDV30SC.28,0780042893012,1,30,E-liquid,Mint Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Shamrock Cookie - 48 mg/mL - 30mL,SBDV30SC.48,0780042893029,1,30,E-liquid,Mint Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Custard Cookie - 3 mg/mL - 100mL,TFN-SB100CC.03,0780042892626,1,100,E-liquid,Custard Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Custard Cookie - 6 mg/mL - 100mL,TFN-SB100CC.06,0780042892633,1,100,E-liquid,Custard Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Custard Cookie - 28 mg/mL - 30mL,SBDV30CC.28,0780042893036,1,30,E-liquid,Custard Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Custard Cookie - 48 mg/mL - 30mL,SBDV30CC.48,0780042893043,1,30,E-liquid,Custard Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Butter Cookie - 3 mg/mL - 100mL,TFN-SB100BC.03,0780042892565,1,100,E-liquid,Butter Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Butter Cookie - 6 mg/mL - 100mL,TFN-SB100BC.06,0780042892572,1,100,E-liquid,Butter Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Butter Cookie - 28 mg/mL - 30mL,SBDV30BC.28,0780042892992,1,30,E-liquid,Butter Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Butter Cookie - 48 mg/mL - 30mL,SBDV30BC.48,0780042893005,1,30,E-liquid,Butter Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Unicorn Tears - 3 mg/mL - 100mL,TFN-SB100UT.03,0780042892534,1,100,E-liquid,Cereal Bar,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Unicorn Tears - 6 mg/mL - 100mL,TFN-SB100UT.06,0780042892541,1,100,E-liquid,Cereal Bar,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Unicorn Tears - 28 mg/mL - 30mL,SBDV30U.28,0780042892978,1,30,E-liquid,Cereal Bar,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Unicorn Tears - 48 mg/mL - 30mL,SBDV30U.48,0780042892985,1,30,E-liquid,Cereal Bar,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Punch Berry - 3 mg/mL - 100mL,TFN-SB100PB.03,0780042892749,1,100,E-liquid,Fruit Punch,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Punch Berry - 6 mg/mL - 100mL,TFN-SB100PB.06,0780042892756,1,100,E-liquid,Fruit Punch,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Punch Berry - 28 mg/mL - 30mL,SBDV30PB.28,0780042893111,1,30,E-liquid,Fruit Punch,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Punch Berry - 48 mg/mL - 30mL,SBDV30PB.48,0780042893128,1,30,E-liquid,Fruit Punch,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Rainbow Blood - 3 mg/mL - 100mL,TFN-SB100RB.03,0780042892800,1,100,E-liquid,Rainbow Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Rainbow Blood - 6 mg/mL - 100mL,TFN-SB100RB.06,0780042892817,1,100,E-liquid,Rainbow Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Rainbow Blood - 28 mg/mL - 30mL,SBDV30RB.28,0780042893159,1,30,E-liquid,Rainbow Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Rainbow Blood - 48 mg/mL - 30mL,SBDV30RB.48,0780042893166,1,30,E-liquid,Rainbow Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Keylime Cookie - 3 mg/mL - 100mL,TFN-SB100KL.03,0780042892657,1,100,E-liquid,Keylime Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Keylime Cookie - 6 mg/mL - 100mL,TFN-SB100KL.06,0780042892664,1,100,E-liquid,Keylime Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Keylime Cookie - 28 mg/mL - 30mL,SBDV30KL.28,0780042893050,1,30,E-liquid,Keylime Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Keylime Cookie - 48 mg/mL - 30mL,SBDV30KL.48,0780042893067,1,30,E-liquid,Keylime Cookie,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Strawberry Jam - 3 mg/mL - 100mL,TFN-SB100SJ.03,0780042892688,1,100,E-liquid,Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Strawberry Jam - 6 mg/mL - 100mL,TFN-SB100SJ.06,0780042892695,1,100,E-liquid,Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Strawberry Jam - 28 mg/mL - 30mL,SBDV30SJ.28,0780042893074,1,30,E-liquid,Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Strawberry Jam - 48 mg/mL - 30mL,SBDV30SJ.48,0780042893081,1,30,E-liquid,Strawberry,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Happy End Pink - 3 mg/mL - 100mL,TFN-SB100HP.03,0780042892893,1,100,E-liquid,Pink Cotton Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Happy End Pink - 6 mg/mL - 100mL,TFN-SB100HP.06,0780042892909,1,100,E-liquid,Pink Cotton Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Happy End Pink - 28 mg/mL - 30mL,SBDV30HP.28,0780042893210,1,30,E-liquid,Pink Cotton Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Happy End Pink - 48 mg/mL - 30mL,SBDV30HP.48,0780042893227,1,30,E-liquid,Pink Cotton Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Happy End Blue - 3 mg/mL - 100mL,TFN-SB100HB.03,0780042892862,1,100,E-liquid,Blue Cotton Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Happy End Blue - 6 mg/mL - 100mL,TFN-SB100HB.06,0780042892879,1,100,E-liquid,Blue Cotton Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Happy End Blue - 28 mg/mL - 30mL,SBDV30HB.28,0780042893197,1,30,E-liquid,Blue Cotton Candy,2026-02-13
Fumizer LLC,Fumizer LLC,Sadboy E-liquid - Happy End Blue - 48 mg/mL - 30mL,SBDV30HB.48,0780042893203,1,30,E-liquid,Blue Cotton Candy,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Fuji Pear Mangoberry - 3 mg/mL - 100mL,MP-FJM-03-100,650434675987,1,100,E-liquid,Mango Pear,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Fuji Pear Mangoberry - 6 mg/mL - 100mL,MP-FJM-06-100,656879085114,1,100,E-liquid,Mango Pear,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Fuji Pear Mangoberry - 24 mg/mL - 30mL,MP-FJM-24-030,656879079694,1,30,E-liquid,Mango Pear,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Fuji Pear Mangoberry - 48 mg/mL - 30mL,MP-FJM-48-030,656879080393,1,30,E-liquid,Mango Pear,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Forbidden Berry - 3 mg/mL - 100mL,MP-FOB-03-100,650434675680,1,100,E-liquid,Berry,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Forbidden Berry - 6 mg/mL - 100mL,MP-FOB-06-100,650434675697,1,100,E-liquid,Berry,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Forbidden Berry - 24 mg/mL - 30mL,MP-FOB-24-030,650434675703,1,30,E-liquid,Berry,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Forbidden Berry - 48 mg/mL - 30mL,MP-FOB-48-030,650434675710,1,30,E-liquid,Berry,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Pineapple Peach Dragonberry - 3 mg/mL - 100mL,MP-PPD-03-100,656879084490,1,100,E-liquid,Pineapple Peach,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Pineapple Peach Dragonberry - 6 mg/mL - 100mL,MP-PPD-06-100,650434676021,1,100,E-liquid,Pineapple Peach,2026-02-13
Fumizer LLC,Fumizer LLC,MRKTPLCE - Pineapple Peach Dragonberry - 24 mg/mL - 30mL,MP-PPD-24-030,656879079762,1,30,E-liquid,Pineapple Peach,2026-02-13
